,time,headline,stock
2649,9/27/2017 6:12:03 PM,"BRIEF-Air France-KLM says capital increases reserved to China Eastern Airlines and Delta Air Lines approved (AF, DAL)",dal
2650,9/27/2017 6:08:00 PM,Gogo Announces New Seatback Product for Wireless In-flight Entertainment,dal
2651,9/27/2017 4:57:07 PM,"Delta CEO says does not expect U.S. duties on Bombardier jets (DAL, BBD., BA)",dal
2652,9/27/2017 4:47:03 PM,"BRIEF-Delta Air Lines CEO calls Boeing anti-dumping claims ""absurd"" & ""bizarre""‍​ (BA, BBD., DAL)",dal
2653,9/27/2017 3:07:03 PM,BRIEF-Delta Air Lines to offer free mobile messaging in flight​ (DAL),dal
2654,9/27/2017 3:00:00 PM,"Delta to Offer Free Mobile Messaging In Flight, Providing More Customers Access to Free Messaging Than Any Other Carrier",dal
2655,9/27/2017 8:57:05 AM,UPDATE 2-Oil prices gain after U.S. inventories unexpectedly draw amid rising demand (DAL),dal
2656,9/27/2017 4:57:05 AM,"Brent oil edges up, near 26-month high amid supply concerns (DAL)",dal
2657,9/27/2017 3:57:06 AM,"Boeing scored a big victory against its Canadian rival, but it may start a nasty trade war (BA, BBD.B, DAL)",dal
2658,9/27/2017 3:37:04 AM,"WRAPUP 1-U.S. slaps steep duties on Bombardier jets after Boeing complaint (BBD., BA, DAL, SIE, ALO)",dal
2659,9/27/2017 2:32:03 AM,"Delta: confident U.S. trade complaint against Bombardier will be rejected (DAL, BA, BBD.)",dal
2660,9/27/2017 1:32:03 AM,"Outgoing N.Ireland leader says U.S. Bombardier ruling 'not end of process' (BBD., BA, DAL)",dal
2661,9/27/2017 1:07:03 AM,"UPDATE 1-U.S. slaps duties on Bombardier jets after Boeing subsidy complaint (BBD., BA, DAL)",dal
2662,9/27/2017 12:37:31 AM,"U.S. slaps duties on Bombardier jets after Boeing subsidy complaint (BBD., BA, DAL)",dal
2663,9/26/2017 11:37:11 PM,"Bombardier would not pick up tab for duties on CSeries jet -sources (BBD., DAL, BA)",dal
2664,9/26/2017 6:47:00 PM,"American Airlines, Inc. -- Moody's assigns Baa3 rating to Class B Certificates of American Airlines' 2017-2 EETC",dal
2665,9/26/2017 2:00:00 PM,MSTS Selected To Facilitate IATA EasyPay System In 24 Markets,dal
2666,9/26/2017 2:00:00 PM,MSTS Selected To Facilitate IATA EasyPay System In 24 Markets,dal
2667,9/26/2017 10:17:02 AM,"JAL, Hawaiian Airlines to start code-sharing from March (HA, DAL, 9202)",dal
2668,9/25/2017 11:27:13 PM,"UPDATE 1-Qatar Airways chief wants to expand fleet, look for U.S. investments (BA, DAL, UAL)",dal
2669,9/25/2017 8:07:03 PM,"UPDATE 1-Desperate travelers crowd Puerto Rico airport in hopes of seat out (JBLU, DAL)",dal
2670,9/21/2017 2:30:00 PM,Delta's Trans-Atlantic Schedule Brings Customers More Flights and More Destinations,dal
2671,9/20/2017 4:44:00 PM,"American Airlines, Inc. -- Moody's assigns Baa3 rating to Class B Certificates of American Airlines' 2016-3 EETC",dal
2672,9/19/2017 10:02:14 PM,"As Maria looms, U.S. airlines cap fares out of storm's path (UAL, SAVE, LUV, DAL, JBLU)",dal
2673,9/18/2017 7:42:07 PM,"UPDATE 1-Britain's May says will press Trump this week on Bombardier/Boeing row (BA, BBD., DAL)",dal
2674,9/18/2017 7:22:03 PM,"UK's May says will press Trump this week on Bombardier/Boeing spat (BA, BBD., DAL)",dal
2675,9/16/2017 2:06:36 AM,Dalmac Energy Announces Closing of Working Capital Loan With President & Chief Executive Officer,dal
2676,9/14/2017 9:40:00 PM,"Delta teams up with Atlanta Falcons, Atlanta United and Mercedes-Benz Stadium",dal
2677,9/13/2017 5:05:00 PM,Bioforce USA Opens Brand Marketing Headquarters in NYC,dal
2678,9/8/2017 9:26:00 PM,"Wayne County Airport Authority, MI -- Moody's assigns A2 to Wayne Cnty Airport Authority's (MI) 2017 Sr Rev. Bonds, A3 to Jr Bonds; Outlook stable",dal
2679,9/8/2017 3:45:05 PM,Delta is sending its Boeing 747 jumbo jet to help people escape Hurricane Irma (DAL),dal
2680,9/8/2017 4:02:03 AM,"UPDATE 1-U.S. airlines scramble to evacuate residents ahead of Hurricane Irma (DAL, UAL, JBLU, CCL)",dal
2681,9/8/2017 12:47:14 AM,"Airlines scramble to evacuate residents ahead of Hurricane Irma (DAL, UAL, CCL)",dal
2682,9/7/2017 7:48:11 PM,Delta is capping ticket prices and waiving pet fees for people escaping Hurricane Irma (DAL),dal
2683,9/7/2017 6:12:08 PM,"UPDATE 1-Virgin Atlantic confident of Anglo-U.S. aviation deal post Brexit (DAL, AF, RY4B)",dal
2684,9/7/2017 4:22:03 PM,"Virgin Atlantic 'confident' UK and U.S. will have aviation deal for Brexit (DAL, AF)",dal
2685,9/7/2017 3:27:03 PM,"BRIEF-American Express and Delta to launch new Blue Delta Skymiles credit card​ (AXP, DAL)",dal
2686,9/7/2017 12:50:00 PM,"Stocks Under Scanner in the Major Airlines Space -- American Airlines, Spirit Airlines, Delta Air Lines, and United Continental",dal
2687,9/7/2017 12:36:14 AM,A Delta jet made a miraculous escape from Hurricane Irma by flying between the storm's bands (DAL),dal
2688,9/6/2017 11:52:07 PM,"UPDATE 1-U.S. airlines brace themselves, passengers for Hurricane Irma (DAL, JBLU, UAL, SAVE, CCL)",dal
2689,9/6/2017 11:32:07 PM,"Airlines brace themselves, passengers for Irma's arrival (DAL, JBLU, UAL, SAVE)",dal
2690,9/6/2017 10:27:15 PM,BRIEF-Dalmac Energy enters into working capital loan with President & Chief Executive Officer (DAL),dal
2691,9/6/2017 8:15:00 PM,Delta to Launch Nonstop Year-Round Service from Indianapolis to Paris Beginning May 2018,dal
2692,9/6/2017 3:17:04 PM,"UPDATE 1-United Continental cuts 3rd-qtr passenger unit revenue forecast (UAL, DAL)",dal
2693,9/5/2017 11:07:15 PM,"US STOCKS-Fresh North Korea tensions hit Wall Street (GS, JPM, BAC, UTX, COL, BA, DAL, INSM, TRV, CB)",dal
2694,9/5/2017 10:37:22 PM,"US STOCKS-Fresh North Korea tensions hit Wall Street (GS, JPM, BAC, UTX, COL, BA, DAL, INSM, TRV, CB)",dal
2695,9/5/2017 3:33:41 PM,"Delta cuts passenger unit revenue forecast, shares drop",dal
2696,9/5/2017 3:22:03 PM,BRIEF-Delta reports operating performance for August 2017 (DAL),dal
2697,9/5/2017 3:00:00 PM,Delta Reports Operating Performance for August 2017,dal
2698,9/4/2017 3:02:03 PM,"BRIEF-Shareholders approve equity investment of China Eastern and Delta Air Lines in Air France-KLM (AF, 600115, DAL)",dal
2699,9/1/2017 10:57:09 PM,"JetBlue Airways opens Havana ticket offices (JBLU, DAL)",dal
2700,8/31/2017 3:58:00 PM,Oglethorpe Power Board Supports Completing Plant Vogtle Units 3 and 4,dal
2701,8/30/2017 10:15:00 PM,Delta Air Lines to Present at Cowen and Company 10th Annual Global Transportation Conference,dal
2702,8/29/2017 9:30:00 PM,Delta bolsters operations leadership in New York,dal
2703,8/29/2017 9:17:16 PM,"UPDATE 1-Airline profits could feel squeeze from Tropical Storm Harvey (DAL, LUV, UAL)",dal
2704,8/29/2017 6:42:17 PM,"Airline profits could feel squeeze from Tropical Storm Harvey (DAL, LUV, UAL)",dal
2705,8/28/2017 10:57:08 PM,BRIEF-Dalmac Energy reports year end 2017 financial results (DAL),dal
2706,8/28/2017 6:33:00 PM,UATP Wins Technology & Transaction Partner of the Year Award at 2017 American Society of Travel Agents Global Convention,dal
2707,8/25/2017 11:45:00 AM,Big Lots Announces Quarterly Dividend On Common Stock,dal
2708,8/23/2017 3:00:00 PM,Personalize the Skies with Delta's Refreshed TUMI Amenity Kits,dal
2709,8/22/2017 3:12:03 PM,BRIEF-Delta's test program allows customers to video chat from airport with a specialist​ (DAL),dal
2710,8/22/2017 3:00:00 PM,Delta is first U.S. airline to offer video chat with Reservations team,dal
2711,8/20/2017 5:00:00 PM,More Access to Africa on Delta with New York-JFK Nonstop Service to Lagos,dal
2712,8/18/2017 10:30:00 PM,Delta and the Seattle Seahawks Renew 12status Program for 2017-2018 Season Giving Fans More Opportunities to Earn Miles,dal
2713,8/18/2017 12:32:06 AM,"UPDATE 1-Brazil to ask for WTO panel on Bombardier subsidies (BBD., EMBR3, BA, DAL)",dal
2714,8/17/2017 6:45:06 PM,"JetBlue is turning up the heat on Delta by aggressively expanding in a critical market (DAL, JBLU)",dal
2715,8/15/2017 12:02:06 AM,"UPDATE 1-Buffett's Berkshire adds Synchrony, sheds GE (BRK., GE, AXP, AAPL, WFC, DAL, UAL, BK, GM, WBC, SIRI, S)",dal
2716,8/14/2017 10:42:07 PM,"BRIEF-Berkshire Hathaway takes share stake in Store Capital Corp (BRK., UAL, IBM, GM, DAL)",dal
2717,8/14/2017 6:51:06 PM,"Delta has a new secret weapon against American and Southwest (DAL, BBD.B)",dal
2718,8/14/2017 12:00:00 PM,ESCORT Unveils new REDLINE EX Stealth Radar / Laser Detection System at              KnowledgeFest 2017,dal
2719,8/9/2017 8:17:03 PM,BRIEF-Delta Air Lines sets quarterly dividend of $0.305 per share (DAL),dal
2720,8/9/2017 8:00:00 PM,Delta Air Lines Declares Quarterly Dividend,dal
2721,8/9/2017 12:32:03 PM,"PRESS DIGEST- Canada - Aug 9 (DAL, BBD., L, TRP, CBS, BA, LMT)",dal
2722,8/7/2017 8:54:10 PM,Delta's replacement for the jumbo jet has arrived (DAL),dal
2723,8/7/2017 4:42:05 PM,BRIEF-Delta Air Lines Inc - new service between Orlando and Amsterdam airport (DAL),dal
2724,8/7/2017 4:30:00 PM,Orlando to Amsterdam Nonstop on Delta begins March 30,dal
2725,8/4/2017 10:14:00 PM,BetterInvesting Magazine Releases October Stock To Study And Undervalued Stock Choices For Investors' Informational And Educational Use,dal
2726,8/2/2017 6:27:08 PM,"UPDATE 1-Qatar Airways reverses decision to buy into American Airlines (DAL, UAL)",dal
2727,8/2/2017 3:32:04 PM,BRIEF-Delta Air Lines reports operating performance for July 2017 (DAL),dal
2728,8/2/2017 3:00:00 PM,Delta Reports Operating Performance for July 2017,dal
2729,8/2/2017 12:05:00 PM,"Pre-Market Technical Recap on Major Airlines Stocks -- Delta Air Lines, American Airlines, Spirit Airlines, and United Continental",dal
2730,7/29/2017 11:50:05 PM,UPDATE 2-Venezuelan opposition promises new tactics after Sunday's vote (DAL),dal
2731,7/29/2017 10:58:03 PM,"Delta to stop weekly Atlanta-Caracas flights in September (DAL, UAL, LHA)",dal
2732,7/29/2017 4:38:06 PM,There is a battle for supremacy over the Atlantic and Delta just made a big move towards victory (DAL),dal
2733,7/28/2017 5:22:03 PM,"Airlines' Atlantic pact guards against budget rivals and Brexit (DAL, AF, UAL, NAS, IAG, 600115, RY4B, EZJ, LHA)",dal
2734,7/28/2017 11:36:04 AM,"IAG CEO: new Air France-KLM transatlantic pact good for consolidation (AF, DAL, IAG)",dal
2735,7/28/2017 9:48:06 AM,"IAG CEO sees little change from Delta, Air France-KLM and Virgin pact (IAG, DAL, AF)",dal
2736,7/28/2017 9:48:06 AM,"Air France-KLM agrees option for Virgin Atlantic ownership in event of hard Brexit (AF, DAL, 600115)",dal
2737,7/28/2017 7:52:03 AM,"UPDATE 1-Air France-KLM upbeat on pricing as bookings improve (AF, DAL, 600115, LHA, EZJ, RY4B)",dal
2738,7/28/2017 7:26:05 AM,"Air France-KLM upbeat on pricing as bookings improve (AF, DAL, 600115, RY4B, EZJ, LHA)",dal
2739,7/28/2017 6:00:03 AM,"UPDATE 1-China Eastern buying 10 pct Air France KLM stake as part of airline JVs' rejig (600115, AF, DAL, 600029, 601111, 600221, 293)",dal
2740,7/28/2017 2:04:03 AM,"PRESS DIGEST- Financial Times - July 28 (DBK, AF, DAL, 600115, SPD, FCCN)",dal
2741,7/27/2017 8:22:03 PM,"UPDATE 1-Delta, Air France-KLM, Virgin rejig Atlantic alliances (DAL, AF, 600115)",dal
2742,7/27/2017 7:28:03 PM,"Air France-KLM says Alitalia woes helped drive transatlantic shake-up (AF, DAL, 600115, AEROMEX*)",dal
2743,7/27/2017 7:04:03 PM,"BRIEF-Delta Air Lines to acquire 10 pct equity in JV partner Air France-KLM (DAL, AF)",dal
2744,7/27/2017 6:22:08 PM,"Air France-KLM in $1 bln equity deals to expand alliances (AF, DAL, 600115)",dal
2745,7/27/2017 6:10:06 PM,"BRIEF-Air France signs JV with Delta and Virgin Atlantic, strengthens partnership with China Eastern (AF, DAL, 600115)",dal
2746,7/27/2017 6:04:06 PM,"Delta, Air France-KLM, Virgin Atlantic, and China Eastern have announced a billion-dollar mega-deal (DAL)",dal
2747,7/22/2017 12:20:03 AM,"UPDATE 1-U.S. fines American, Delta, Frontier for violating over consumer rules (DAL, UAL, LUV)",dal
2748,7/21/2017 11:22:05 PM,"U.S. fines American Airlines, Delta, Frontier for violating consumer protection rules (DAL)",dal
2749,7/19/2017 3:18:04 PM,BRIEF-Delta to expand trans-pacific service with nonstop Shanghai-Atlanta flight (DAL),dal
2750,7/18/2017 10:52:07 PM,"BRIEF-Delta Air Lines' Chief Accounting Officer reports open market sale of 5,000 shares of co's stock (DAL)",dal
2751,7/18/2017 8:12:03 PM,"BRIEF-Delta expands Austin, adds Medford, Oregon service from Seattle (DAL)",dal
2752,7/18/2017 6:04:05 PM,BRIEF-Delta Private Jets appoints Gary Hammes as company President (DAL),dal
2753,7/18/2017 7:02:03 AM,"PRESS DIGEST- New York Times business news - July 18 (DAL, BLK, KKR)",dal
2754,7/17/2017 7:48:06 PM,"BRIEF-Delta Air Lines to launch daily service between Los Angeles and Mexico City (DAL, AEROMEX*)",dal
2755,7/17/2017 6:00:07 PM,Delta strikes back with facts after Ann Coulter goes on multiday Twitter tirade (DAL),dal
2756,7/17/2017 6:46:07 AM,Delta refunds $30 to Ann Coulter after her Twitter rant (DAL),dal
2757,7/13/2017 10:38:05 PM,"US STOCKS-Wall St rises as financials lead before earnings (JPM, WFC, C, CYH, MOH, CNC, TGT, WMT, COST, DAL)",dal
2758,7/13/2017 10:18:05 PM,"Boeing trade complaint won't slow CSeries deliveries -Delta CEO (DAL, BBD., BA)",dal
2759,7/13/2017 9:42:03 PM,"US STOCKS-Wall St rises as financials lead before earnings (JPM, WFC, C, CYH, MOH, CNC, DAL, TGT, WMT, COST)",dal
2760,7/13/2017 8:42:03 PM,BRIEF-Delta Air Lines takes delivery of first Airbus A350-900 (DAL),dal
2761,7/13/2017 3:58:05 PM,"US STOCKS-Wall St edges up ahead of Yellen's Day-2 testimony (DAL, TGT, YNDX)",dal
2762,7/13/2017 3:00:05 PM,"US STOCKS-Wall St set to open higher after Yellen's dovish stance (DAL, TGT, YNDX)",dal
2763,7/13/2017 2:18:06 PM,"UPDATE 1-Delta's passenger unit revenue rises, but profit tumbles (DAL)",dal
2764,7/13/2017 1:32:04 PM,BRIEF-Delta Air Lines qtrly revenue $10.8 billion (DAL),dal
2765,7/13/2017 1:12:05 PM,Delta profit drops 20.8 pct (DAL),dal
2766,7/12/2017 10:42:08 PM,Amtrak considering tighter airline-style economy class seating -exec (DAL),dal
2767,7/12/2017 10:38:08 PM,"US STOCKS-Dow sets record-high close; Fed signals gradual rate hikes (DAL, UAL, ALK, SAVE, JBLU, JPM, WFC, C)",dal
2768,7/12/2017 9:38:03 PM,"US STOCKS-Wall St rises as Fed signals gradual approach to rate hikes (DAL, UAL, ALK, SAVE, JBLU, JPM, WFC, C)",dal
2769,7/12/2017 2:32:03 PM,UPDATE 1-American Airlines raises forecast for key revenue metric (DAL),dal
2770,7/11/2017 4:06:04 PM,"The nastiest feud in the airline industry continues as Delta's rivals go on the attack (DAL, JBLU, UPS)",dal
2771,7/8/2017 3:36:07 AM,Man fought to open hatch during China-bound flight from Seattle -FBI (DAL),dal
2772,7/7/2017 7:18:03 AM,UPDATE 1-China-bound flight returns to Seattle after passenger assaults crew member (DAL),dal
2773,7/7/2017 6:54:03 AM,China-bound flight returns to Seattle after passenger assaults crew member (DAL),dal
2774,7/6/2017 4:48:05 PM,BRIEF-Delta Air Lines announces new service to Pittsburgh and New Orleans (DAL),dal
2775,7/6/2017 4:30:00 PM,Delta Continues Boston Expansion with New Service to Pittsburgh and New Orleans,dal
2776,7/6/2017 3:58:08 PM,"UPDATE 1-Qatar Airways set to start buying shares in American Airlines (UAL, DAL, IAG, LAN, BA)",dal
2777,7/5/2017 4:00:30 PM,Delta Air expects key revenue metric near upper end of forecast,dal
2778,7/5/2017 3:52:03 PM,Delta Air expects key revenue metric near upper end of forecast (DAL),dal
2779,7/5/2017 3:32:05 PM,BRIEF-Delta reports financial and operating performance for June 2017 (DAL),dal
2780,7/5/2017 3:32:05 PM,BRIEF-Delta Air Lines expects to record roughly $350 mln of other expenses in June quarter - SEC Filing (DAL),dal
2781,6/29/2017 10:38:03 PM,"UPDATE 1-U.S. Congress split over privatizing air traffic control (UAL, LUV, JBLU, DAL)",dal
2782,6/29/2017 6:12:07 PM,"Congress wants to make it illegal for airlines to bump passengers already on board the plane (UAL, LUV, JBLU, DAL)",dal
2783,6/29/2017 2:38:06 PM,"RPT-Caisse fires back at Boeing over Bombardier claims (BA, DAL, BBD.)",dal
2784,6/28/2017 7:58:06 PM,"UPDATE 3-U.S. to unveil enhanced airline security plan to avoid laptop ban (UAL, DAL)",dal
2785,6/28/2017 5:02:03 PM,"U.S. to announce new enhanced aviation security measures -- sources (UAL, DAL)",dal
2786,6/27/2017 5:00:00 PM,Delta Celebrates Canada's 150th Anniversary with Fare Sale; Prime Minister Trudeau July Sky Magazine Cover Story,dal
2787,6/26/2017 8:28:05 PM,"UPDATE 1-Amtrak names former Delta executive as next CEO (DAL, NSC)",dal
2788,6/26/2017 8:23:11 PM,Amtrak names former Delta executive as next CEO,dal
2789,6/26/2017 7:52:10 PM,Amtrak names former Delta executive as next CEO (DAL),dal
2790,6/23/2017 9:14:03 PM,"BRIEF-Delta Air Lines says co, Korean Air create joint venture (DAL)",dal
2791,6/23/2017 9:00:00 PM,Delta and Korean Air Create Leading trans-Pacific Joint Venture,dal
2792,6/23/2017 4:22:03 PM,"BRIEF-Alitalia says non-binding bids for airline, assets due July 21 (LHA, RY4B, EZJ, DAL, AF)",dal
2793,6/22/2017 10:34:08 PM,"U.S., Europeans to meet next week on aviation security (UAL, DAL)",dal
2794,6/22/2017 4:08:04 PM,"US STOCKS-Wall St opens little changed as oil edges up (ACN, DAL, UAL, LUV)",dal
2795,6/21/2017 4:08:03 PM,"BRIEF-Safran announces more CFM56-5B engines ordered by Delta (SAF, DAL)",dal
2796,6/20/2017 11:54:09 PM,"New York City pushes for new method to build big public projects (SKA , ACM, C, DAL)",dal
2797,6/20/2017 2:50:07 PM,BRIEF-Airbus says Delta Air Lines places order for additional 10 Airbus A321ceo aircrafts (DAL),dal
2798,6/19/2017 7:58:06 PM,"BRIEF-Boeing says ‍launched Boeing Analytx​ (BA, 003490, DAL)",dal
2799,6/19/2017 3:30:00 PM,Delta One Suite and Delta Premium Select on Sale,dal
2800,6/17/2017 9:18:05 PM,"Protesters defend disruption at New York Shakespeare production (DAL, BAC)",dal
2801,6/16/2017 6:38:28 PM,"UPDATE 1-Trump's Cuba rollback to spare airlines but could hurt demand (CCL, DAL, UAL, LUV, JBLU, SAVE)",dal
2802,6/16/2017 6:04:03 PM,"Trump's Cuba rollback to spare airlines but could hurt demand (CCL, DAL, UAL, LUV, JBLU, SAVE)",dal
2803,6/14/2017 6:44:14 PM,"Bombardier not expected to announce CSeries orders in Paris -source (BBD., DAL, BA, EMBR3)",dal
2804,6/14/2017 12:40:00 PM,"Technical Snapshots for These Major Airlines Stocks -- Delta Air Lines, American Airlines, United Continental, and Spirit Airlines",dal
2805,6/14/2017 12:14:05 AM,"U.S., Europe seek measures to avert expanded airline laptop ban (UAL, DAL)",dal
2806,6/13/2017 5:00:00 PM,"SkyTeam announces lounge expansion, focus on technology",dal
2807,6/12/2017 10:20:04 PM,"UPDATE 1-To boycott, or not to boycott over Trumpian 'Julius Caesar' (DAL, BAC, AXP)",dal
2808,6/12/2017 8:04:07 PM,"BP violated contract when it blended Texas crude -Monroe Energy (BP., DAL)",dal
2809,6/12/2017 7:44:03 PM,"To boycott, or not to boycott over Trumpian 'Julius Caesar' (DAL, BAC, AXP)",dal
2810,6/12/2017 3:42:05 AM,"UPDATE 1-Delta, Bank of America pull sponsorship of 'Julius Caesar' production over Trump-like portrayal (DAL, BAC)",dal
2811,6/12/2017 3:00:03 AM,"Delta pulls sponsorship of 'Julius Caesar' over Trump-like portrayal (DAL, AXP, BAC)",dal
2812,6/9/2017 5:52:03 PM,"BRIEF-Canada government says will defend interests of Bombardier (BBD., BA, DAL)",dal
2813,6/9/2017 5:42:03 PM,"UPDATE 1-U.S. trade body continues probe into dumping claims against Bombardier jets (BA, BBD., DAL)",dal
2814,6/9/2017 5:22:05 PM,"U.S. trade body continues probe into dumping claims against Bombardier jets (BA, BBD., DAL)",dal
2815,6/9/2017 3:31:00 PM,"PriceWatch Alert: Covered Call reports for Ambarella, Chemours Co, Delta Airlines, Sprint Corp and UnitedHealth include trade ideas that offer returns of 19% or more!",dal
2816,6/8/2017 4:00:00 PM,Delta Partners with Los Angeles Chefs Jon Shook and Vinny Dotolo to Bring their Renowned Cuisine to the Skies,dal
2817,6/7/2017 8:32:03 PM,"Low-cost airlines shake up market for long haul flights (NAS, LHA, AF, IAG, RY4B, UAL, DAL)",dal
2818,6/7/2017 7:38:03 PM,"U.S.-Cuba policy looms at aviation industry conference (SAVE, DAL, UAL, LUV, JBLU)",dal
2819,6/7/2017 7:08:03 PM,"US senators challenge Trump plan to privatize air traffic control (UAL, LUV, DAL)",dal
2820,6/7/2017 9:06:03 AM,"Italy - Factors to watch on June 7 (SRG, ENEL, LHA, RY4B, EZJ, DAL, BMPS, BPE, ISP, BIM, MS, UBI, CVAL, BNS, DAL, UKX)",dal
2821,6/7/2017 12:30:05 AM,"Aeromexico, Delta sign joint cargo cooperation agreement (DAL, AEROMEX*)",dal
2822,6/5/2017 7:12:03 PM,"UPDATE 1-Trump lays out plan to privatize air traffic control system (UAL, LUV, DAL)",dal
2823,6/5/2017 5:42:03 PM,Trump to lay out plan to privatize air traffic control system (DAL),dal
2824,6/4/2017 11:52:03 PM,"Airlines urged to step up fight against human trafficking (JBLU, DAL)",dal
2825,6/3/2017 9:05:00 PM,Photos: Delta launches new flight to Seoul-Incheon from Hartsfield-Jackson Atlanta International Airport,dal
2826,6/3/2017 2:04:03 AM,"RPT-Laptop ban, protectionism hang over booming air travel industry (THYAO, NAS, QAN, IAG, AEROMEX*, 293, UAL, C6L, DAL, AF, LHA)",dal
2827,6/2/2017 9:48:07 PM,Robust diesel demand prompts U.S. refiners to crank up output (DAL),dal
2828,6/2/2017 3:08:05 PM,BRIEF-Delta says consolidated passenger unit revenue for month of May increased 3.5 pct year-over- year (DAL),dal
2829,6/2/2017 3:00:00 PM,Delta Reports Financial and Operating Performance for May 2017,dal
2830,6/2/2017 11:32:05 AM,"Laptop ban, protectionism hang over booming air travel industry (THYAO, NAS, QAN, IAG, AEROMEX*, 293, UAL, C6L, DAL, AF, LHA)",dal
2831,6/2/2017 12:14:07 AM,"UPDATE 1-U.S. travel sector to suffer if Trump reverses Cuba detente -report (JBLU, DAL, CCL)",dal
2832,6/1/2017 7:08:06 PM,"UPDATE 1-Airlines body says laptop ban affecting Middle East-U.S. traffic (THYAO, UAL, DAL, LHA, IAG, AF, NAS)",dal
2833,5/31/2017 10:01:00 PM,Delta Air Lines to Present at Deutsche Bank 2017 Global Industrials and Materials Summit,dal
2834,5/31/2017 8:35:00 PM,Delta introduces biometric boarding pass at Reagan Washington National Airport,dal
2835,5/28/2017 6:22:05 PM,"UPDATE 1-British Airways says resumes flights from Gatwick and Heathrow (IAG, DAL, LHA, AF)",dal
2836,5/28/2017 3:35:36 PM,Here are the secrets to a great meal on your next flight (DAL),dal
2837,5/24/2017 7:56:03 PM,"UPDATE 1-U.S. decision on expanded laptop ban not imminent -Homeland Security (UAL, DAL)",dal
2838,5/24/2017 7:26:05 PM,"BRIEF-Delta and Aeromexico expand options for U.S.-Mexico travel (DAL, AEROMEX*)",dal
2839,5/24/2017 4:32:02 AM,"UPDATE 1-Mexico says 1st-qtr foreign direct investment rises to $7.9 bln (AEROMEX*, DAL)",dal
2840,5/23/2017 7:20:06 PM,"U.S., EU meet on aviation security as Europe braces for laptop ban (UAL, DAL, LHA, IAG, AF)",dal
2841,5/19/2017 8:46:03 PM,"BRIEF-Canada's Trudeau: will always defend Bombardier, aerospace industry (BBD., AM, BA, LMT, SAAB , DAL)",dal
2842,5/19/2017 6:50:05 PM,"UPDATE 1-Boeing defense unit seeks talks with Canada over jets threat -source (BA, BBD., AM, LMT, SAAB , DAL)",dal
2843,5/19/2017 6:08:02 PM,"Boeing military arm frets over Canada jets threat, seeks gov't talks -source (BA, BBD., AM, LMT, SAAB , DAL)",dal
2844,5/19/2017 12:58:05 AM,"UPDATE 3-Trump administration starts countdown to NAFTA talks in mid-August (BA, BBD., DAL)",dal
2845,5/19/2017 12:06:05 AM,"Canada reviewing plans to buy military equipment from Boeing (BA, BBD., AM, LMT, SAAB , DAL)",dal
2846,5/18/2017 8:22:03 PM,"UPDATE 1-U.S. launches probe of Boeing dumping, subsidy claims vs Bombardier (BA, BBD., DAL)",dal
2847,5/18/2017 7:46:09 PM,"U.S. launches probe of Boeing dumping, subsidy claims vs Bombardier (BA, BBD., DAL)",dal
2848,5/18/2017 2:06:08 PM,"CANADA STOCKS-TSX set to open lower on U.S. political turmoil (HCG, BA, BBD., DAL, BMO)",dal
2849,5/18/2017 3:36:05 AM,"UPDATE 1-U.S. to start probes of Boeing dumping claims against Bombardier jet (BA, BBD., DAL, EMBR3, UAL)",dal
2850,5/17/2017 11:16:05 PM,"U.S. to start probes of Boeing dumping claims against Bombardier jet (BA, BBD., DAL, EMBR3, UAL)",dal
2851,5/17/2017 8:28:03 PM,"UPDATE 2-U.S., EU to meet next week in Washington to discuss aviation threats (UAL, DAL, LHA, IAG, AF)",dal
2852,5/17/2017 5:36:14 PM,"Trump's laptop ban could create 'travel hell' this summer (AAL, DAL, UAL)",dal
2853,5/17/2017 3:34:06 PM,BRIEF-Delta and Lyft team up to to offer skymiles members more opportunities (DAL),dal
2854,5/17/2017 2:50:07 PM,"Airlines group urges alternatives to extending electronics ban (UAL, DAL, LHA, IAG, AF)",dal
2855,5/16/2017 11:02:02 PM,"UPDATE 1-Expansion of ban on larger electronics on airlines likely -U.S. (UAL, DAL)",dal
2856,5/16/2017 10:26:02 PM,"Expansion of ban on larger electronics on airlines likely -U.S. (UAL, DAL)",dal
2857,5/16/2017 3:00:00 PM,Delta Air Lines to Present at Bank of America Merrill Lynch 2017 Transportation Conference,dal
2858,5/16/2017 1:26:02 AM,"UPDATE 1-Buffett's Berkshire boosts American, Southwest airline bets; sheds Fox (BRK., LUV, DAL, UAL, AAPL, BK, SIRI, IBM, WBC)",dal
2859,5/15/2017 11:54:03 PM,"BRIEF-Berkshire Hathaway ups share stake in American Airlines, Southwest Airlines (LUV, DAL)",dal
2860,5/15/2017 11:19:57 PM,"Berkshire Hathaway adds to American, Southwest Airlines bets; sheds Fox (BRK., LUV, DAL, UAL)",dal
2861,5/15/2017 11:17:54 PM,Delta wants to use facial recognition technology to make checking your bags easier (DAL),dal
2862,5/15/2017 10:10:02 PM,"Philadelphia refiners face run cuts due to Sunoco pipeline shutdown - sources (ETP, DAL)",dal
2863,5/15/2017 6:06:07 PM,"BRIEF-Omega Advisors Inc takes share stake in Alcoa, Netflix (AA, DISH, MSFT, NFLX, P, DAL, APC)",dal
2864,5/15/2017 4:08:03 PM,BRIEF-Delta says testing facial recognition technology (DAL),dal
